contest_id,index,cf_rating,solved_count,num_tags,topic_complexity,has_dp,has_graphs,has_math,difficulty
2169,B,1100,15940,2,3,0,0,0,easy
2169,A,900,18850,2,3,0,0,0,easy
2167,G,1600,10798,2,5,1,0,0,medium
2167,F,1600,7036,4,5,1,0,1,medium
2167,E,1600,8959,5,5,0,0,0,medium
2167,D,1000,29868,4,1,0,0,1,easy
2167,C,800,35719,4,3,0,0,0,easy
2167,B,800,51074,2,1,0,0,0,easy
2167,A,800,57345,2,1,0,0,1,easy
2166,B,900,17940,1,1,0,0,1,easy
2166,A,800,22694,3,3,0,0,0,easy
2165,F,3500,189,2,3,0,0,0,hard
2165,E,3200,249,4,5,1,0,0,hard
2165,D,2500,880,2,3,0,0,0,hard
2165,C,2000,3447,3,3,0,0,1,hard
2165,B,1900,4439,3,5,1,0,1,medium
2165,A,1300,13925,2,3,0,0,0,medium
2164,H,3400,41,2,1,0,0,0,hard
2164,G,3300,201,4,5,0,1,0,hard
2164,F2,2900,415,8,5,1,1,1,hard
2164,F1,2600,643,5,5,1,0,1,hard
2164,E,2300,1564,5,5,0,1,0,hard
2164,D,1800,4908,4,3,0,0,0,medium
2164,C,1400,10539,5,3,0,0,0,medium
2164,B,1000,18072,3,1,0,0,1,easy
2164,A,800,20659,2,1,0,0,0,easy
2163,E,2700,623,4,1,0,0,0,hard
2163,D2,2500,1482,4,3,0,0,1,hard
2163,D1,2100,2708,5,3,0,0,0,hard
2163,C,1500,8867,5,5,1,0,1,medium
2163,B,1700,9052,4,3,0,0,1,medium
2163,A,800,19451,4,3,0,0,1,easy
2162,H,2900,308,1,5,1,0,0,hard
2162,G,2200,2788,4,3,0,0,1,hard
2162,F,2100,2877,2,3,0,0,0,hard
2162,E,1600,9224,3,3,0,0,0,medium
2162,D,1400,12222,2,3,0,0,0,medium
2162,C,1100,21098,3,3,0,0,0,easy
2162,B,1000,27665,2,1,0,0,0,easy
2162,A,800,41242,2,3,0,0,0,easy
2161,H,3500,57,1,1,0,0,0,hard
2161,G,3500,89,2,3,0,0,0,hard
2161,F,3000,326,3,5,0,1,0,hard
2161,E,2400,772,3,1,0,0,1,hard
2161,D,2100,2751,4,5,1,0,0,hard
2161,C,1200,12367,4,3,0,0,0,easy
2161,B,1700,5331,2,1,0,0,0,medium
2161,A,800,15641,4,3,0,0,1,easy
2160,C,1300,14985,1,1,0,0,0,medium
2160,B,1100,17596,2,3,0,0,1,easy
2160,A,800,22321,1,1,0,0,1,easy
2159,F,3500,132,3,3,0,0,0,hard
2159,E,3500,193,2,1,0,0,1,hard
2159,D2,3200,387,3,5,1,0,1,hard
2159,D1,2500,1001,7,5,1,0,1,hard
2159,C,2300,1666,3,1,0,0,1,hard
2159,B,2100,2289,7,5,1,0,0,hard
2159,A,1700,8074,3,1,0,0,0,medium
2158,F2,3000,208,5,5,0,1,1,hard
2158,F1,2600,370,4,5,0,1,1,hard
2158,E,2600,605,5,5,0,1,0,hard
2158,D,2000,3235,6,5,0,1,0,hard
2158,C,1400,10882,3,5,1,0,0,medium
2158,B,1200,13760,3,3,0,0,1,easy
2158,A,800,23140,3,3,0,0,1,easy
2157,I,3500,152,2,5,1,0,0,hard
2157,H,3200,115,5,1,0,0,1,hard
2157,G,2800,400,10,5,1,0,1,hard
2157,F,2400,1269,5,1,0,0,1,hard
2157,E,1900,3534,8,5,1,0,0,medium
2157,D,1600,5919,6,3,0,0,1,medium
2157,C,1400,9104,4,3,0,0,1,medium
2157,B,900,12736,2,1,0,0,1,easy
2157,A,800,16343,3,3,0,0,0,easy
2156,F2,3000,234,3,3,0,0,0,hard
2156,F1,2200,1601,5,3,0,0,0,hard
2156,E,2500,941,7,5,1,1,0,hard
2156,D,1900,5333,4,3,0,0,0,medium
2156,C,1400,12139,3,3,0,0,1,medium
2156,B,1000,20567,4,3,0,0,0,easy
2156,A,800,26667,3,3,0,0,0,easy
2155,F,2800,616,6,5,0,1,0,hard
2155,E,2200,2798,3,3,0,0,1,hard
2155,D,1800,5808,6,5,0,1,1,medium
2155,C,1500,10161,3,3,0,0,0,medium
2155,B,1100,16839,2,5,0,1,0,easy
2155,A,800,25021,2,1,0,0,1,easy
2154,F2,3300,172,2,5,1,0,0,hard
2154,F1,2700,551,5,1,0,0,1,hard
2154,E,2500,1193,6,3,0,0,0,hard
2154,D,1900,4724,5,5,0,1,0,medium
2154,C2,2000,5459,3,3,0,0,1,hard
2154,C1,1400,13397,4,3,0,0,1,medium
2154,B,1000,19628,2,3,0,0,0,easy
2154,A,800,23006,2,3,0,0,0,easy
2153,F,2900,320,5,3,0,0,0,hard
2153,E,2400,956,3,1,0,0,1,hard
2153,D,1800,6235,2,5,1,0,0,medium
2153,C,1500,11683,5,5,0,0,0,medium
2153,B,800,22474,2,3,0,0,0,easy
2153,A,800,26244,2,3,0,0,0,easy
2152,H2,3500,188,3,3,0,0,0,hard
2152,H1,2900,564,3,5,1,0,0,hard
2152,G,2900,700,5,3,0,0,1,hard
2152,F,2500,1018,2,3,0,0,0,hard
2152,E,2100,2744,5,5,0,1,1,hard
2152,D,1700,6690,3,3,0,0,1,medium
2152,C,1400,12077,3,3,0,0,1,medium
2152,B,1300,12772,1,1,0,0,0,medium
2152,A,800,22191,2,3,0,0,0,easy
2151,C,1400,10142,3,3,0,0,1,medium
2151,A,800,17863,2,1,0,0,1,easy
2150,G,3500,80,2,1,0,0,0,hard
2150,F,3000,201,5,5,0,1,0,hard
2150,E2,2800,592,5,3,0,0,1,hard
2150,E1,2600,1007,5,1,0,0,1,hard
2150,D,2700,748,3,5,1,0,1,hard
2150,C,2100,2618,2,5,1,0,0,hard
2150,B,1700,5992,3,1,0,0,1,medium
2150,A,1300,11581,3,1,0,0,0,medium
2149,G,2100,2623,5,3,0,0,0,hard
2149,F,1900,4749,3,3,0,0,1,medium
2149,E,1500,9165,2,1,0,0,0,medium
2149,D,1200,19163,1,1,0,0,0,easy
2149,C,900,27920,1,3,0,0,0,easy
2149,B,800,32858,2,3,0,0,0,easy
2149,A,800,40571,1,1,0,0,1,easy
2148,G,1900,4146,4,3,0,0,1,medium
2148,F,1800,6525,3,3,0,0,0,medium
2148,E,1200,13892,3,3,0,0,0,easy
2148,D,1000,26480,3,3,0,0,0,easy
2148,C,900,25144,2,3,0,0,1,easy
2148,B,800,32779,1,5,0,0,0,easy
2148,A,800,46805,3,1,0,0,1,easy
2147,I2,3500,101,2,1,0,0,1,hard
2147,I1,3300,132,2,1,0,0,1,hard
2147,H,3500,183,3,5,0,1,0,hard
2147,G,3100,353,3,1,0,0,1,hard
2147,F,2800,657,3,3,0,0,0,hard
2147,E,2300,2103,5,3,0,0,0,hard
2147,D,1700,7414,2,3,0,0,0,medium
2147,C,1500,9641,4,5,1,0,0,medium
2147,B,1000,16791,1,1,0,0,0,easy
2147,A,800,18526,2,3,0,0,0,easy
2146,F,2900,298,3,5,1,0,0,hard
2146,E,2300,2019,6,3,0,0,0,hard
2146,D2,2000,3996,4,3,0,0,0,hard
2146,D1,1500,10313,5,3,0,0,0,medium
2146,C,1300,13213,2,3,0,0,0,medium
2146,B,1100,15808,2,3,0,0,0,easy
2146,A,800,21705,3,3,0,0,0,easy
2145,G,2900,519,5,5,1,0,1,hard
2145,F,2500,972,8,5,1,1,1,hard
2145,E,2100,3038,4,3,0,0,0,hard
2145,D,1800,6624,3,5,1,0,0,medium
2145,C,1300,15274,3,3,0,0,0,medium
2145,B,1000,21388,2,3,0,0,0,easy
2145,A,800,30519,1,1,0,0,1,easy
2144,F,2700,905,5,5,1,0,0,hard
2144,E2,2500,1426,3,5,1,0,0,hard
2144,E1,2200,2540,2,5,1,0,0,hard
2144,D,1800,6942,3,5,1,0,1,medium
2144,C,1300,14886,3,5,1,0,1,medium
2144,B,1000,18332,2,3,0,0,0,easy
2144,A,800,21565,4,1,0,0,1,easy
2143,F,2700,410,3,1,0,0,1,hard
2143,E,2400,1862,4,3,0,0,1,hard
2143,D2,2200,2732,5,5,1,0,0,hard
2143,D1,1800,6338,5,5,1,0,0,medium
2143,C,1300,13977,4,5,0,1,0,medium
2143,B,1000,20688,3,3,0,0,0,easy
2143,A,800,20588,2,1,0,0,0,easy
2141,I,3500,55,1,1,0,0,0,hard
2141,H,2700,83,4,5,0,1,0,hard
2141,G,2800,61,4,5,0,0,0,hard
2141,F,2200,136,2,3,0,0,0,hard
2141,E,2100,255,3,5,1,0,0,hard
2141,D,1800,469,3,3,0,0,1,medium
2141,C,1800,342,2,1,0,0,0,medium
2141,B,1200,1409,2,3,0,0,0,easy
2141,A,800,1595,2,1,0,0,0,easy
2140,F,2900,301,1,1,0,0,0,hard
2140,E2,2500,1222,4,5,1,0,0,hard
2140,E1,2200,2074,3,5,1,0,0,hard
2140,D,2000,4852,3,3,0,0,0,hard
2140,C,1500,12264,3,3,0,0,0,medium
2140,B,900,21985,3,1,0,0,1,easy
2140,A,800,22144,2,3,0,0,0,easy
2139,B,800,20733,1,3,0,0,0,easy
2139,A,800,25690,2,3,0,0,1,easy
2138,F,3500,80,2,5,0,0,0,hard
2138,E2,3100,183,5,1,0,0,1,hard
2138,E1,3100,237,5,1,0,0,1,hard
2138,D,2600,632,5,1,0,0,1,hard
2138,C2,2000,3330,6,5,1,0,0,hard
2138,C1,1800,5385,5,5,1,1,0,medium
2138,B,1900,5290,3,3,0,0,0,medium
2138,A,1100,16886,3,3,0,0,0,easy
2137,G,2200,1914,4,5,1,1,0,hard
2137,F,1900,4020,4,3,0,0,0,medium
2137,E,1500,10077,3,1,0,0,1,medium
2137,D,1200,19370,1,1,0,0,0,easy
2137,C,1100,22742,4,3,0,0,1,easy
2137,B,900,26278,3,1,0,0,1,easy
2137,A,800,35096,2,1,0,0,1,easy
2136,B,900,20803,3,3,0,0,0,easy
2136,A,800,25988,2,3,0,0,1,easy
2135,F,3500,242,4,3,0,0,1,hard
2135,E2,3500,151,4,5,1,0,1,hard
2135,E1,3300,228,3,5,1,0,1,hard
2135,D2,2500,985,4,1,0,0,1,hard
2135,D1,2100,2395,3,1,0,0,1,hard
2135,C,2000,3844,7,5,0,1,1,hard
2135,B,1700,7288,3,1,0,0,1,medium
2135,A,1200,18190,2,5,1,0,0,easy
2134,F,2900,637,3,5,1,0,1,hard
2134,E,2300,2373,4,5,1,0,0,hard
2134,D,2300,3621,5,3,0,0,0,hard
2134,C,1200,18539,3,3,0,0,0,easy
2134,B,1200,20729,3,1,0,0,1,easy
2134,A,800,26436,3,1,0,0,1,easy
2133,F,3000,458,3,5,1,1,0,hard
2133,E,2500,1657,5,5,1,0,0,hard
2133,D,1900,7421,2,5,1,0,0,medium
2133,C,1400,12694,2,5,0,1,0,medium
2133,B,800,25421,1,3,0,0,0,easy
2133,A,800,30810,4,1,0,0,1,easy
2132,G,2600,508,3,1,0,0,0,hard
2132,F,2100,2724,3,5,0,1,0,hard
2132,E,1700,7516,5,3,0,0,0,medium
2132,D,1600,8747,4,5,1,0,1,medium
2132,C2,1400,13239,3,3,0,0,1,medium
2132,C1,1000,27568,2,3,0,0,1,easy
2132,B,900,33310,1,1,0,0,1,easy
2132,A,800,43061,3,1,0,0,0,easy
2131,H,2600,873,6,5,0,1,1,hard
2131,G,2000,3720,6,5,1,0,1,hard
2131,F,1900,4695,6,3,0,0,1,medium
2131,E,1400,16923,2,3,0,0,0,medium
2131,D,1400,14148,4,5,0,1,0,medium
2131,C,1100,21489,2,1,0,0,1,easy
2131,B,800,30808,3,3,0,0,1,easy
2131,A,800,38677,1,1,0,0,1,easy
2130,B,1100,21265,1,1,0,0,0,easy
2130,A,800,28419,2,3,0,0,1,easy
2129,F2,3500,95,1,1,0,0,0,hard
2129,F1,3500,129,1,1,0,0,0,hard
2129,E,3000,466,3,5,0,1,0,hard
2129,D,2600,941,5,5,1,0,1,hard
2129,C3,2300,1653,5,5,1,0,0,hard
2129,C2,2000,2482,4,3,0,0,0,hard
2129,C1,1900,3833,4,3,0,0,0,medium
2129,B,1600,13145,5,5,1,0,0,medium
2129,A,1300,16532,6,5,1,1,0,medium
2128,F,3200,376,3,5,0,1,0,hard
2128,E2,2600,787,5,3,0,0,1,hard
2128,E1,1900,6502,5,5,1,0,1,medium
2128,D,1600,12176,5,5,1,0,1,medium
2128,C,1200,20436,2,3,0,0,1,easy
2128,B,1100,21271,4,3,0,0,0,easy
2128,A,800,28391,2,3,0,0,0,easy
2127,H,3100,563,10,5,1,1,0,hard
2127,G2,3500,104,8,5,0,1,1,hard
2127,G1,3400,99,4,3,0,0,0,hard
2127,F,2800,1049,5,5,1,0,1,hard
2127,E,2100,2713,6,3,0,0,0,hard
2127,D,1800,6149,4,5,0,1,0,medium
2127,C,1400,12281,3,3,0,0,0,medium
2127,B,1300,13412,2,3,0,0,0,medium
2127,A,800,19546,3,3,0,0,1,easy
2126,G2,2400,1147,6,3,0,0,0,hard
2126,G1,2200,2465,5,5,1,0,0,hard
2126,F,2000,4263,6,5,0,1,0,hard
2126,E,1400,16895,2,1,0,0,1,medium
2126,D,1200,23831,3,3,0,0,0,easy
2126,C,1100,26135,2,3,0,0,0,easy
2126,B,800,37467,2,5,1,0,0,easy
2126,A,800,50712,3,1,0,0,1,easy
2125,F,3000,393,3,5,1,0,0,hard
2125,E,2500,1402,5,5,1,0,1,hard
2125,D,1600,9208,3,5,1,0,1,medium
2125,C,1100,22587,4,1,0,0,1,easy
2125,B,900,27151,2,1,0,0,1,easy
2125,A,800,27850,4,1,0,0,0,easy
2124,I,3500,187,3,3,0,0,1,hard
2124,H,3400,186,3,5,1,0,1,hard
2124,G,3200,296,2,3,0,0,0,hard
2124,F2,2800,563,2,5,1,0,0,hard
2124,F1,2300,1537,2,5,1,0,0,hard
2124,E,2100,3795,3,3,0,0,1,hard
2124,D,1700,8038,3,3,0,0,0,medium
2124,C,1300,14451,4,3,0,0,1,medium
2124,B,1000,20097,1,3,0,0,0,easy
2124,A,800,19119,2,3,0,0,0,easy
2123,G,2100,3212,6,3,0,0,1,hard
2123,F,1700,9701,2,1,0,0,0,medium
2123,E,1400,14791,5,3,0,0,0,medium
2123,D,1200,21716,3,3,0,0,0,easy
2123,C,1000,30682,2,1,0,0,0,easy
2123,B,800,34722,1,3,0,0,0,easy
2123,A,800,41465,1,1,0,0,1,easy
2122,G,3300,287,4,5,0,0,1,hard
2122,F,3400,128,3,5,0,0,0,hard
2122,E,2600,1052,4,5,1,0,1,hard
2122,D,2400,2454,7,5,1,1,0,hard
2122,C,1700,8307,5,5,0,0,1,medium
2122,B,1100,15133,2,3,0,0,1,easy
2122,A,800,19135,2,3,0,0,0,easy
2121,H,2300,2201,6,5,1,0,0,hard
2121,G,1900,5318,4,1,0,0,1,medium
2121,F,1800,8038,5,3,0,0,0,medium
2121,E,1500,14572,4,5,1,0,0,medium
2121,D,1300,18116,2,1,0,0,0,medium
2121,C,1200,21588,2,3,0,0,0,easy
2121,B,800,32385,3,3,0,0,0,easy
2121,A,800,39064,2,1,0,0,1,easy
2120,G,3000,107,3,5,0,1,1,hard
2120,F,2600,450,2,5,0,1,0,hard
2120,E,2300,1828,3,5,1,0,0,hard
2120,D,1800,5711,2,1,0,0,1,medium
2120,C,1400,12455,5,3,0,0,1,medium
2120,B,1000,17604,1,5,0,0,0,easy
2120,A,800,20188,2,5,0,0,1,easy
2119,F,3300,169,5,5,1,0,0,hard
2119,E,2600,691,3,5,1,0,0,hard
2119,D,2100,3406,3,5,1,0,1,hard
2119,C,1300,16131,3,1,0,0,1,medium
2119,B,1200,18142,3,5,0,0,1,easy
2119,A,800,27011,3,3,0,0,1,easy
2118,F,3100,277,4,5,0,1,0,hard
2118,E,2400,1410,4,5,0,0,1,hard
2118,D2,2200,2476,9,5,1,1,1,hard
2118,D1,1700,8389,6,5,1,1,0,medium
2118,C,1300,18315,4,3,0,0,1,medium
2118,B,1200,19923,1,1,0,0,0,easy
2118,A,800,29013,2,3,0,0,0,easy
2117,H,2500,970,3,1,0,0,0,hard
2117,G,1900,5102,6,5,0,1,0,medium
2117,F,1800,5900,3,3,0,0,0,medium
2117,E,1600,11762,2,3,0,0,0,medium
2117,D,1200,21963,3,3,0,0,1,easy
2117,C,1200,20929,2,3,0,0,0,easy
2117,B,800,32031,1,1,0,0,0,easy
2117,A,800,37781,2,3,0,0,0,easy
2116,B,1300,17450,3,3,0,0,1,medium
2116,A,800,26828,2,3,0,0,0,easy
2115,F2,3500,108,1,1,0,0,0,hard
2115,F1,3500,118,1,1,0,0,0,hard
2115,E,3500,235,2,5,1,1,0,hard
2115,D,2900,1047,5,5,1,0,1,hard
2115,C,2700,898,5,5,1,0,1,hard
2115,B,2100,3937,7,5,1,1,0,hard
2115,A,1500,14784,4,5,1,0,1,medium
2114,G,2200,2024,6,5,1,0,1,hard
2114,F,2000,5471,7,5,1,0,1,hard
2114,E,1400,13909,4,5,1,0,0,medium
2114,D,1400,14558,4,3,0,0,1,medium
2114,C,1000,30740,2,5,1,0,0,easy
2114,B,900,30380,2,3,0,0,1,easy
2114,A,800,42888,3,3,0,0,1,easy
2113,F,2500,947,4,5,0,1,1,hard
2113,E,2800,401,4,5,0,1,0,hard
2113,D,2200,2850,4,3,0,0,0,hard
2113,C,1700,7919,3,3,0,0,0,medium
2113,B,1200,14505,2,1,0,0,1,easy
2113,A,800,20415,2,3,0,0,1,easy
2112,F,2800,620,3,5,0,1,0,hard
2112,E,2200,3291,7,5,1,1,1,hard
